score,id
1,gene_1
0.990888704864067,gene_163
0.56704821500062,gene_192
0.431914620917322,gene_84
0.427873605917583,gene_109
0.23656583785368,gene_118
0.235290236954331,gene_32
0.231547220420608,gene_146
0.227887817322772,gene_115
0.219243174324093,gene_114
0.167058468761336,gene_148
0.143279995058819,gene_49
0.137229393515485,gene_41
0.136757314411705,gene_173
0.12343517906593,gene_182
0.0865725540822968,gene_108
0.0836872461076508,gene_86
0.073023936127778,gene_189
0.0655488962015062,gene_160
0.0641823273381089,gene_162
0.06205778210797,gene_133
0.0613050185221299,gene_60
0.0598781864110696,gene_177
0.0595830797291793,gene_169
0.0523313094153298,gene_113
0.0509556701657387,gene_178
0.0489763768274361,gene_183
0.0436168181727867,gene_48
0.0429599308462388,gene_123
0.0403267193781805,gene_180
0.0402545660233673,gene_138
0.0398392006876135,gene_78
0.038690761386743,gene_15
0.0372717582572945,gene_73
0.0365425624818212,gene_107
0.0359293261621175,gene_88
0.034921466446868,gene_87
0.0332787867879604,gene_191
0.031329439667032,gene_21
0.0290408216274286,gene_68
0.0276754212925768,gene_37
0.0271707843584171,gene_12
0.0264397465642413,gene_140
0.0258949327697734,gene_161
0.0252777167827068,gene_193
0.0242255413217586,gene_106
0.0226462288255392,gene_187
0.021847934333361,gene_92
0.0218372487867185,gene_52
0.0214048423152849,gene_144
0.020823789880234,gene_179
0.0200238872779118,gene_156
0.0198351685321996,gene_43
0.019581288570988,gene_93
0.0189833999773814,gene_44
0.0168455883732424,gene_125
0.0165918499195084,gene_7
0.0164325880687517,gene_97
0.016106616279528,gene_64
0.0159270262126937,gene_29
0.0158969089926864,gene_111
0.0158734966465802,gene_38
0.0156421713746849,gene_65
0.0151783378180873,gene_57
0.0151326210803159,gene_79
0.0151287420698421,gene_95
0.0147458496768462,gene_149
0.0146468497366306,gene_164
0.014500332345384,gene_139
0.0142011997910692,gene_172
0.0138707543899142,gene_81
0.0138650538017757,gene_170
0.0137132091771837,gene_198
0.0136585706171378,gene_26
0.0132790880116464,gene_135
0.0130144911948414,gene_54
0.0129184530686149,gene_157
0.0129046556581155,gene_77
0.0128225202113076,gene_76
0.0127287308089111,gene_27
0.0126114029887829,gene_42
0.0125777777136369,gene_124
0.0121394450338832,gene_13
0.0119755459938501,gene_176
0.0111176136000609,gene_151
0.0111014741747129,gene_16
0.0108420047404842,gene_61
0.0105616570807209,gene_90
0.01044012938989,gene_104
0.0104227545533716,gene_145
0.0103947885457762,gene_181
0.0102333662355182,gene_190
0.0101113547689796,gene_22
0.0100270262451619,gene_30
0.00998331067285434,gene_112
0.00997263285555974,gene_110
0.00985141014725513,gene_154
0.00977912518024944,gene_186
0.0096828553536403,gene_101
0.0096344138533776,gene_134
0.00956960943888212,gene_71
0.00954180422443823,gene_105
0.00951378303795037,gene_89
0.00941750276283343,gene_171
0.00924965593039493,gene_6
0.00919515125745849,gene_103
0.00909956584391345,gene_75
0.00908716906580776,gene_19
0.00890453672866262,gene_5
0.00889538284849968,gene_194
0.00880825287977773,gene_158
0.00879655853751368,gene_167
0.00874589774955792,gene_155
0.00858956242877791,gene_36
0.00851331701762824,gene_70
0.00835829849794278,gene_9
0.00833110143873375,gene_67
0.00826596167515148,gene_102
0.00819296384704808,gene_24
0.00817988292585772,gene_166
0.00817611183802175,gene_132
0.0080002891522377,gene_50
0.00770481042084124,gene_82
0.00769955561937297,gene_85
0.00769663089692877,gene_31
0.0074836673873391,gene_39
0.00746499752360073,gene_33
0.00746180307990453,gene_51
0.00740395084215334,gene_8
0.0073075993025621,gene_126
0.00716051216488344,gene_159
0.00703686587714124,gene_25
0.00702992515960324,gene_100
0.00676636435713268,gene_142
0.00676140537073387,gene_141
0.00671049112539099,gene_35
0.0066917953476941,gene_153
0.00668286117878248,gene_83
0.00665726701868775,gene_91
0.00663728759989823,gene_56
0.00656116336525763,gene_197
0.00653586808484389,gene_196
0.0065120623188474,gene_168
0.00639037847437125,gene_55
0.0063581422325356,gene_20
0.0063291133293675,gene_4
0.00631551871531697,gene_174
0.00628307918480154,gene_150
0.00627170788081952,gene_117
0.00624791598359436,gene_53
0.00620373462762167,gene_188
0.00618272733187506,gene_28
0.00616413609950284,gene_136
0.00615872145224687,gene_14
0.00614806632365242,gene_116
0.00612873763576035,gene_94
0.00609977906941014,gene_128
0.00606156355344731,gene_69
0.00606034219821253,gene_66
0.00604611535794623,gene_34
0.00597754307091547,gene_46
0.00595056035856308,gene_185
0.00588394290630233,gene_127
0.00574852523976441,gene_10
0.00571081801126889,gene_137
0.0056579502879844,gene_152
0.0055892305270628,gene_119
0.00553753400892463,gene_120
0.00552774305522599,gene_143
0.00551786178073235,gene_63
0.00551729339136308,gene_72
0.00551345943591537,gene_3
0.0055081416695819,gene_40
0.00545361016965747,gene_96
0.00538975887320365,gene_62
0.00533391888451513,gene_98
0.00532837163322771,gene_165
0.00529205132410487,gene_18
0.0052372301776145,gene_59
0.00517584666526918,gene_199
0.00516534618014701,gene_200
0.00509000293846172,gene_99
0.00508584337910039,gene_121
0.00503450630435085,gene_74
0.00501858961527716,gene_131
0.00500640531982067,gene_129
0.00495300148766176,gene_11
0.00493194903322478,gene_23
0.00492809631385027,gene_147
0.0048706146642563,gene_17
0.00486786975624881,gene_122
0.00483933841969577,gene_58
0.00483392493799994,gene_195
0.00482959336345123,gene_130
0.00482306209979525,gene_47
0.00476926544380467,gene_175
0.00476401714786751,gene_45
0.00475821629368626,gene_184
